Amount,Applicant,Average,Beneficiary,Community_ID,Deviation,Frequency,Linkage
11622050.55,WAK LIMITED WAK LIMITED 135 E/1 STADIUM ROAD GULBERG III LAHORE,5811025.275,SAMSUNG GULF ELECTRONICS FZE POBOX 61247 JEBEL ALI FREE ZONE ,0,5994437.315,2,0
5572294.99,"MALIK AUTO AND AGRICULTURAL IND. (PVT.) LTD., 80 - BADAMI BAGH, P.O.BOX 465, LAHORE - PAKISTAN.",5572294.99,ESSA HAMZA TRADING LLC PO BOX 86851 AL AWEER DUBAI UAE ,1,,1,0
14000820.93,MBI INDUSTRIES (PVT) LTD. A-51 S.I.T.E. KARACHI - PAKISTAN ,4666940.31,CHINA GLORY ENTERPRISE LIMITED14F  ,2,20701.97681,3,0
22771461.26,"YAHOO COMPUTER FALT # 02,2ND FLOOR, SAMEN ARCAD,1-J, GULBERG 3,LAHORE.",7590487.087,LONDON SILK GENERAL TRADING (Multiple),3,4292174.664,3,0
5288980.06,"YAHOO COMPUTER FALT # 02,2ND FLOOR, SAMEN ARCAD,1-J, GULBERG 3,LAHORE.",5288980.06,NEW PROSPECT GENERAL TRADING LLC UAE ,3,,1,0
1100098.49,XTREME VISION HOUSE NO 7 A STREET NO 33 SECTOR F 8/1 ISLAMABAD,550049.245,Z S ORIENT TRADING COMPANY LIMITED 9F B1 MIRADOR MANSION 5464A NATHAN RD TSIMSHATSUI KOWLOON HONGKONG CHINA,4,259789.8364,2,0
1805021.06,"YASIR ENTERPRISE., 6, SAQIB CENTRE, BLOCK-7, GULSHAN-E-IQBAL, KARACHI, PAKISTAN.",902510.53,IMERYS MINERAL CALIFORNIA INC 2500 SAN MIGUELITO ROAD LOMPOC CA 93436 US,5,0,2,0
3337590.86,MASH WAX AND PETROLEUM PRODUCTS PLOT NO 2-C 3RD FLOOR AZEEM AVENUE 13TH COMM LANE BUKHARI COMM DHA PHASE-6 KARACHI,667518.172,JIANGSU RUNTAI SEALANT INDUSTRY CO LTD NO 100 SIZHA ROAD YANGSHE TOWN ZHANGJIAGANG CITY JIANGSU 215638 CHINA,6,273208.7499,5,0
5435029.53,WASEEM STAINLESS STEEL TRADERS H NO 252 ST NO 13 SECTOR D ASKARI X LAHORE ,2717514.765,LISHUI FUJI IMPORT AND EXPORT CO LTD NO11 TIANNING INDUSTRIAL AREA LISHUI ZHEJIANG CHINA ,7,19361.56655,2,0
28061735.86,WELL PRODUCTS INDUSTRIES MOHALLAH RANG PURA NAIABADI 5/1 SIALKOT,3117970.651,NORMAN TECH ENTERPRISES CO LTD 4 FLOOR NO26 YUNG AN STREET YUAN HO CITY TAIPEI TAIWAN ,8,937279.4698,9,0
1952996.1,WELL PRODUCTS INDUSTRIES MOHALLAH RANG PURA NAIABADI 5/1 SIALKOT,1952996.1,YKK PAKISTAN PVT LTD PLOT 123 SECTOR EI AND EII KARACHI EXPORT PROCESSING ZONE MEHRAN HIGHWAY LANDHI PAKISTAN,8,,1,0
2345903.7,"MOON RISE MARKETING H.NO.ZA 1397 RAILWAY WORKSHOP ROAD RAWALPINDI,PAKISTAN",2345903.7,GUANGZHOU BLING IMPA ND EXP CO LTD  ,7,,1,0
25157088,MODREN FARMERS MODREN FARMERS OPPOSITE MILLAT TRACTOR 7.5 SHEIKHUPURA ROAD LAHORE,3144636,SARON MECHANICAL WORKS WORKS BHIKHI RD CHEEMA MANDI SNGRUR PUNJAB INDIA ,9,1546408.354,8,0
21209853.89,"WELL PRODUCT INDUSTRIES HOUSE # 5/1, NAI ABADI RANG PURA SIALKOT  0524590753",2651231.736,NORMAN TECH ENTERPRISES CO LTD 4 FLOOR NO26 YUNG AN STREET YUAN HO CITY TAIPEI TAIWAN ,8,1353793.751,8,0
4511316.82,"WELL PRODUCT INDUSTRIES HOUSE # 5/1, NAI ABADI RANG PURA SIALKOT  0524590753",2255658.41,YKK PAKISTAN PVT LTD PLOT 123 SECTOR EI AND EII KARACHI EXPORT PROCESSING ZONE MEHRAN HIGHWAY LANDHI PAKISTAN,8,871425.5278,2,0
54549555.2,"MOON GENERAL TRADING., PLOT NO.77/8, B-AREA WAQI PARA, LIAQATABAD, KARACHI, PAKISTAN. ",6061061.689,CITY MOUNTAINS GENERAL TRADING LLC UAE ,3,2762739.523,9,0
1753910.25,YASIN ZAFAR HARDWARE STORE YASIN ZAFAR HARDWARE STORE SHOP NO.34 .29 BRANDRETH ROAD LAHOR E.03004201129,1753910.25,ZHEJIANG SIFANG IMP AND EXP CO 7TH FLOOR INDIAN TOWER WUHU ROAD HA ,7,,1,0
3519514.35,MARAGALA TRADERS MARAGALA TRADERS IST FLOOR AA 447 448 NEW TYRE BAZAR RAWALPINDI PAKISTAN,3519514.35,XUZHOU ARMOUR RUBBER COMPANY LTD N  ,10,,1,0
1031065.35,ZOHAIB ENTERPRISES PLOT 4/2 SHOP 01 FIRDOUS COLONY NAZIMABAD KARACHI,1031065.35,BRIGHT LINK TRADE CO LTD UNIT B1F MAU LAM COMM BLGD 1618 M KOWLOON HONG KONG ,11,,1,0
5765166,RAS INTERNATIONAL CORPORATION 10 SAM CANAL VILLAS OPP EDEN CANAL BANK ROAD LAHORE ,2882583,HEBEI BESTAR COMMERCE AND TRADE CO LTD FL NO 15 45 SOUTH TANGU ST SHIJIAZHUANG HEBEI CHINA ,12,370598.9067,2,0
1047541.14,"RAINBOW TEX S.P.R.L. 110-ZUBAIR COLONY STREET NO 3, JARANWALA ROAD FAISALABAD, PAKISTAN",1047541.14,FOSHAN CHAN CHENG JINYI CERAMICS CO GONGYE AVENUE NANZHUANG TOWN FOSHAN ,11,,1,0
5142695.79,"R M TRADERS SUIT # BB-101,CENTRAL PLAZA, BARKET MARKET,NEW GARDEN TOWN, LAHORE.",5142695.79,CITY MOUNTAINS GENERAL TRADING LLC UAE ,3,,1,0
6513694.19,"R M TRADERS SUIT # BB-101,CENTRAL PLAZA, BARKET MARKET,NEW GARDEN TOWN, LAHORE.",6513694.19,NEW PROSPECT GENERAL TRADING LLC UAE ,3,,1,0
17448432.13,R & H TRADERS R& H SHOP NO.25/4 BABAR STREET NISHTER ROAD LAHORE 03054600805,5816144.043,ANHUI WHITE RABBIT INTERNATIONAL INVESTMENT CO LTD TONGXIANG ROAD ECONOMIC ZONE TONGCHENG CITY ANHUI PROVINCE CHINA,7,2368178.271,3,0
40991349.11,"QUEEN WORLD TRADING COMPANY SUIT 312, BALAD TRADE CENTRE, BLOCK 3, PLOT NO. 118, B.M.C.H.S., KARACHI, PAKISTAN",1366378.304,FOSHAN JUNJING INDUSTRIAL CO LTD 4F JINQIAO BUILDING HUA YUAN ROAD EAST FOSHAN GUANGDONG CHINA ,11,865784.7475,30,0
118384067.5,"SHOAIB TRADERS SUIT # 117,2ND FLOOR, EDEN CENTRE,JAIL ROAD, LAHORE.",19730677.91,GREAT FASHION TRADING LLC UAE ,3,3522409.27,6,0
23975333.79,"SHOAIB TRADERS SUIT # 117,2ND FLOOR, EDEN CENTRE,JAIL ROAD, LAHORE.",23975333.79,SHAOXING CANXIANG TEXTILE CO LTD KEOQIAO SHAOXING ZHEJIANG CHINA ,3,,1,0
475888.25,QUALITRON CORPORATION 101-102 SHEIKHA ARCADE 172-E BLOCK 2 PECHS KARACHI,475888.25,ABU SENAN TRADING PO BOX NO 58254 DUBAI UAE ,5,,1,0
62483327.18,"QASS CONTAINERS M-39 GLASS TOWER MAIN CLIFTON ROAD, KARACHI-PAKISTAN. ",7810415.898,CITY MOUNTAINS GENERAL TRADING LLC UAE ,3,6898385.653,8,0
61817460.99,"QASS CONTAINERS M-39 GLASS TOWER MAIN CLIFTON ROAD, KARACHI-PAKISTAN. ",6868606.777,SHAHID UMER GENERAL TRADING LLC POBOX NO27094MUHAMMAD SHAREEF BUILDING OFFICE NO101FAKREE MARKETDEIRA DUBAI UAE,3,4539401.054,9,0
133871.35,RAZA APPARELS RAZA STREET RAMZAN ABAD NISHATABAD JUMRA ROAD FAISALABAD,133871.35,GREEN INTERNATIONAL INC LIMITED ROOM 603 6FL KWAI CHEONG CENTRE ,13,,1,0
138363.98,RAZA APPARELS RAZA STREET RAMZAN ABAD NISHATABAD JUMRA ROAD FAISALABAD,138363.98,TYCO INTEGRATED FIRE AND SECURITY CORPORATION SERVICIOS SA SPAIN ,13,,1,0
4559722.2,QADRI BROTHERS PVT LTD OUTSIDE KASMIRI GATE PECO ROAD BADAMI BAGH LAHORE,2279861.1,ALLOYSMIN INDUSTRIES PLOT NO J773 RIICO INDUSTRIAL AREA BHIWADI DISTT ALWAR RAJASTHAN INDIA,14,778257.704,2,0
3897357.04,QADRI BROTHERS PVT LTD OUTSIDE KASMIRI GATE PECO ROAD BADAMI BAGH LAHORE,487169.63,VISION METAL AIDS P LTD D30 INDUSTRIAL AREA BAHADRABAD HARDWAR UTTRANCHAL INDIA ,14,328805.1358,8,0
18026771.58,"SIGMA INDUSTRIES PVT LIMITED PLOT NO.25 SECTOR NO.28 KORANGI INDUSTRIAL ZONE KARACHI, PAKISTAN",1502230.965,AL SHAAB AL WASEEM METAL SCRAP TR PO BOX 63275 SHARJAH UAE ,15,644666.1572,12,0
128619.81,SIMON SPORTS IND PASRUR ROAD NEAR LAND ROAZ IND OPP YOUNIS PETROLIUM SIALKOT PK,42873.27,RUDHOLM AND HAAK HK LTD 25F TOWER B REGENT CENTRE 70 TA CH ,16,25800.80247,3,0
69707404.42,PRIMA INTERNATIONAL 578 RAZA BLOCK ALLAMA IQBAL TOWN LAHORE,13941480.88,SEPPIC 22 TERRASSE BELLINI LA DEFENSE PUTEAUX CEDEX PARIS FRANCE ,17,11442647.96,5,0
2278034.06,PRIMA INTERNATIONAL 578 RAZA BLOCK ALLAMA IQBAL TOWN LAHORE,759344.6867,YIWU SUNSHIME IMP AND EXP CO LIMITED OFFICE 1011 JINMAO TOWER CHOUZHOU ROAD YIWU CITY ZHEJIANG CHINA,17,49568.69697,3,0
5247244.45,POWER TECHNOLOGY INT(PVT) LTD 79-C MAIN KHAYABAN-E-BAHRIA PHASE VII DHA KARACHI,1749081.483,SHENZHEN JEIDAR ELECTRONICS COLTD ROOM 401 MERCHANTS BLDGSHEKOU NANSHAN AREA SHENZHEN CHINA ,18,996953.548,3,0
332807.31,POWER CONSTRUCTION CORP OF CHINA HOUSE   52 J BLOCK STREET   3 PHASE V DHA LAHORE,332807.31,SAFE TECHNICAL SUPPLY CO LLC SHOP NO6 JADDAF SHIP DOCKING YARD P O BOX 4832 DUBAI ,5,,1,0
3354802.51,"POPULAR SPINNING MILLS (PVT) LTD., 311, CHAPAL PLAZA, HASRAT MOHANI ROAD, KARACHI, PAKISTAN.",3354802.51,RIGHTINT CO LIMITED ADD:FLATRM A 20F KIU FU COMMERCIAL BLDG 300 LOCKHART ROAD WAN CHAI HK,19,,1,0
2547155.16,"QADRI BROTHERS (PVT) LTD., OUTSIDE KASHMIRI GATE PECO ROAD, BADAMI BAGH, LAHORE, PAKISTAN.",2547155.16,ALLOYSMIN INDUSTRIES PLOT NO J773 RIICO INDUSTRIAL AREA BHIWADI DISTT ALWAR RAJASTHAN INDIA,14,,1,0
2386464.26,"QADRI BROTHERS (PVT) LTD., OUTSIDE KASHMIRI GATE PECO ROAD, BADAMI BAGH, LAHORE, PAKISTAN.",795488.0867,VISION METAL AIDS P LTD D30 INDUSTRIAL AREA BAHADRABAD HARDWAR UTTRANCHAL INDIA ,14,100623.602,3,0
57486341.24,SAMMAR INDUSTRIES PVT LTD 31-A MUSSARAT COLONY GULSHAN RAVI NEAR DECENT MODEL SCHOOL LAHORE,3832422.749,CHINA UNION MACAO COMMERICAL OFF SHORE COMPANY LIMITED ,20,259678.2563,15,0
2578601.52,SEA GOLD TRADERS H NO A-296 BLOCK 5 GULSHAN E IQBAL KARACHI,2578601.52,FOSHAN STONE LIMITED HONGKONG ,11,,1,0
33402439.94,SEPCO III ELECTRIC POWER CONST CORP HOUSE  420 STREET # 10 G BLOCK PHASE 5 DHA LAHORE,11134146.65,GE GLOBAL PARTS & PRODUCTS GMBH BROWN BOVERI STRASSE 7 BADEN 5400 C ,21,8852324.587,3,0
95451149.24,"SALAH-UD-DIN TRADERS SHAMOZAI ROAD, BISMILLAH MASJID COLONY, KABAL DIST SWAT ",1617816.089,PETEREIT KG ALTER WALL 22 20457 HAMBURG GERMANY ,19,596420.6897,59,0
636964.08,SABIR TRADERS SABIR TRADERS P 212 DARUL EHSAN TOWN FAISALABAD ,636964.08,RAPID TRADING MCR LTD 6769 LOUISA STREET OPENSHAW MANCHESTER ,22,,1,0
12104542.53,SHAHEER INDUSTRIES SHAHEER INDUSTRIES SUITE NO M/53 PARADISE FLOOR GULF CENTRE FEROZPUR ROAD LAHORE,12104542.53,KUNSHAN LEAR ELECTRIC INDUSTRY CO LTD NO 1255 CHENGBEI ROAD YUSHAN TOWN KUNSHAN CITY JIANGSU CHINA ,3,,1,0
7096395.24,SHAHEER INDUSTRIES SHAHEER INDUSTRIES SUITE NO M/53 PARADISE FLOOR GULF CENTRE FEROZPUR ROAD LAHORE,3548197.62,RUIAN HBC TRADING CO LTD 3305 KAITAI BLDG ANYANG ST WENZHOU ZHEJIANG CHINA ,3,867201.4416,2,0
5210671.28,S A CORPORATION H NO P-1386-A MOH HARIPUR RAWALPINDI ,1736890.427,QUANZHOU WELLDONE IMP AND EXP TRADE CO LTD 2403 1ST BUILDING HUIJINGCHENG MEILIN SHUANGGOU JINJIANG CITY,7,635828.6335,3,0
733748.4,S A CORPORATION H NO P-1386-A MOH HARIPUR RAWALPINDI ,733748.4,YIWU XUZHAN IMP AND EXP CO LIMITED CHINA ,7,,1,0
3668742,ROYAL EXPORTER 50-LDA NEW BHABRA ABADI FROZEPUR ROAD LAHORE,3668742,AMIN ABU AL QASIM TRADING LLC SUIT NO 22 AQEEL ZRUNI BUILDING BEHIND NAIF ROAD DEIRA DUBAI UAE ,3,,1,0
97513590.05,ROYAL EXPORTER 50-LDA NEW BHABRA ABADI FROZEPUR ROAD LAHORE,2954957.274,LONDON SILK GENERAL TRADING (Multiple),3,1294985.844,33,0
7039525.54,"SHAKEEL AUTO TRADERS 15, 1ST FLOOR, AURANGZEB MARKET M.A.JINNAH ROAD, KARACHI, PAKISTAN ",2346508.513,TAN LAN HOLDINGS M SDN BHD LOT 80 JALAN DEGONG 31900 KAMPAR PERAK MALAYSIA,23,1142.144282,3,0
354552.46,"SHAMI TEXTILES 21-KM OFF FEROZEPUR ROAD, ROHI NALA, GAJJU MATTA, LAHORE.",177276.23,GREEN INTERNATIONAL INC LIMITED ROOM 603 6FL KWAI CHEONG CENTRE ,13,13103.63618,2,0
142720.35,"SHAMI TEXTILES 21-KM OFF FEROZEPUR ROAD, ROHI NALA, GAJJU MATTA, LAHORE.",142720.35,HAINING ZHINGGUAN ZIPPER CO LTD NO377 XIACHUAN RD HAINING ZHEJIANG CHINA ,13,,1,0
140246175.5,"SHAZ INTERNATIONAL OFFICE # M2,49,CENTRAL PLAZA, BARKET MARKET,NEW GARDEN TOWN, LAHORE.",14024617.55,CITY MOUNTAINS GENERAL TRADING LLC UAE ,3,3077390.923,10,0
79485790.18,"SHAZ INTERNATIONAL OFFICE # M2,49,CENTRAL PLAZA, BARKET MARKET,NEW GARDEN TOWN, LAHORE.",15897158.04,LONDON SILK GENERAL TRADING (Multiple),3,5999734.387,5,0
4760708.47,PEAK GARMENTS PVT LTD            P O BOX NO 156                   SIALKOT ,4760708.47,WUXI ZIHONG TEXTILE INTERNATIONAL TRADING CO LTD NO250 YUQI TOWN WUXI CITY JIANGSU PROVINCE CHINA ,24,,1,0
423296.31,"PAKISTAN MICROBIOLOGICAL ASSOCIATES OFFICE NO.9, 2ND FLOOR THE MALL PLAZA SADDAR RAWALPINDI ",211648.155,LAB 21 HEALTHCARE LTD UNIT 29 DREADNOUGHT TRADING ESTATE BRIDPORT DORSET DT6 5BU UK,25,114668.4874,2,0
4989489.12,"PAKISTAN MICROBIOLOGICAL ASSOCIATES OFFICE NO.9, 2ND FLOOR THE MALL PLAZA SADDAR RAWALPINDI ",1663163.04,SYSTAAQ DIAGNOSTIC PRODUCTS INC SUIT502J 801 WEST BALTIMORE MARYLAND 21201 USA ,25,1065126.445,3,0
2044013.4,"TRANSWORLD ASSOCIATES PRIVATE LIMITED. 14 STREET 26 SECTOR F 6 2, ISLAMABAD, PAKISTAN ",2044013.4,HUAWEI INTERNATIONAL (Multiple),26,,1,0
14115558.22,"TRANSWORLD ASSOCIATES PRIVATE LIMITED. 14 STREET 26 SECTOR F 6 2, ISLAMABAD, PAKISTAN ",7057779.11,ZTE CORPORATION KEJI ROAD SOUTH HITECH INDUSTRIAL PARK NANSHANL DISTRICT SHENZHEN PR CHINA,26,6349337.652,2,0
9513593.17,"NASEEM TRADERS INTERNATIONAL NASEEM TRADERS INTERNATIONAL FLAT NO 12, SATELLITE PLAZA, 6TH ROAD, RAWALPINDI.",3171197.723,NUEVAS TECHNOLOGIEAS DE GESTION ALIMENTARIASL CMARCONI 9 28823 COSIADA MADRIDESPANA,27,264784.54,3,0
6555062.84,"NASEEM TRADERS INTERNATIONAL FLAT NO.12,SATELLITE SHOPPING PLAZA 6TH ROAD,RAWALPINDI. PAKISTAN.",3277531.42,NUEVAS TECHNOLOGIEAS DE GESTION ALIMENTARIASL CMARCONI 9 28823 COSIADA MADRIDESPANA,27,0,2,0
805026.82,"NADEEM ENTERPRISE A/3, ALI BHAI ADAMJEE SHEIKH JIWANJEE BUILDING, PAN MANDI, NANAK WARA, KARACHI PAKISTAN",402513.41,MK LANKA EXPORTS PVT LTD 180 NEGOMBO ROAD LIYANAGEMULLA SEEDUWA SRILANKA,28,85385.9864,2,0
436056.19,"NADEEM ENTERPRISE A/3, ALI BHAI ADAMJEE SHEIKH JIWANJEE BUILDING, PAN MANDI, NANAK WARA, KARACHI PAKISTAN",436056.19,WEERASIRI TRADING CO PVT LTD 119 WATTEMULLABANDURAGODA SRI LANKA ,28,,1,0
4828759.44,U BEST INTERNATIONAL 15-M MAZNINE FLOOR LUCKY ELECTRONIC S CENTER 7/8 JAIL ROAD LAHORE ,4828759.44,VALDA INTERNATIONAL GENERAL TRADING LLC DEIRA DUBAI UAE ,3,,1,0
5320095.18,U BEST INTERNATIONAL 15-M MAZNINE FLOOR LUCKY ELECTRONIC S CENTER 7/8 JAIL ROAD LAHORE ,5320095.18,WESTERN POINT GENERAL TRADING LLC POST BOX NO172444 KNAIF RD DEIRA DUBAI UAE ,3,,1,0
6665291.85,N S.T. ZONE SIALKOT RORAS ROAD NEAR RAILWAY CROSSING SIALKOT PK,3332645.925,SHUN SHI LIMITED UNIT A1 7F CHEUK NANG PLAZA 250 HENNESSY ,3,1536595.722,2,0
4127232.03,N S.T. ZONE SIALKOT RORAS ROAD NEAR RAILWAY CROSSING SIALKOT PK,2063616.015,TIT GENERAL TRADING LLC OFFICE 107 1ST FLR ALRAS BLDG AL RAS FOODSTUFF MARKET PO BOX 430943 DEIRA DUBAI UAE,3,49958.21839,2,0
17636707.78,MUTAHIR METAL WORKS PVT LTD. 79-D-1 M.A. JOHAR TOWN LAHORE,5878902.593,MALIK HARDWARE TRADING LLC PO BOX 35937 INDUSTRIAL AREA NO10 UAE ,29,623508.9302,3,0
29555007.15,MUTAHIR METAL WORKS PVT LTD. 79-D-1 M.A. JOHAR TOWN LAHORE,5911001.43,MALIK SAQIB HARDWARE TR PO BOX 3593  ,29,3237601.435,5,0
1116471.57,NAWAZ STEEL MILLS BEHIND SAMANABAD CHUNGI NEAR PINDI BY PASS G.T. ROAD,1116471.57,GHANTOUT METAL SCRAP TR CO LLC PO BOX 151277 SHARJAH UAE ,29,,1,0
286790.8,"UNIQUE APPAREL 15-KM MULTAN ROAD, SHAHPUR (OLD ANGORA TEXTILE MILLS) LAHORE, PAKISTAN",286790.8,HENAN BISON TAPE CO LTD YUCHENG INDUSTRIAL ZONE SHANGQIU HE ,13,,1,0
3281925.56,"UNIQUE APPAREL 15-KM MULTAN ROAD, SHAHPUR (OLD ANGORA TEXTILE MILLS) LAHORE, PAKISTAN",1093975.187,UNIQUE APPAREL PVT LIMITED NRA 2ND FLOOR UNIT NO 1 BUILDING NO 111 ,13,882600.5004,3,0
1996634.22,UNITED ENTERPRISES HOUSE NO 28 D DEFENCE HOUSING AUTHORITY PHASE 1 LAHORE,1996634.22,CHANGZHOU KANGHUI MEDICAL INNOVATION CO LTD NO 11 NORTH CHANGJIANG ROAD XINBEI ZONE CHANGZHCU 213022 JIANGSU CHINA,30,,1,0
4496829.48,UNIVERSAL TRADE FLAT NO 801 8TH FLOOR LIBERTY TOWER GULBREG LAHORE OPP SUNFORT HOTEL LAHORE,2248414.74,PAI WEITH ENTERPRISE CO LTD NO 24 ALLEY 21 LANE 279 CHUNG CHENG RD YUNG KANG TAINAN TAIWAN,31,7411.978133,2,0
1155615.99,"USMAN TRADING COMPANY MILLAT ROAD, GULISTAN COLONY 2, FAISALABAD, PAKISTAN ",1155615.99,XIAMEN CERAROCK IMP AND EXP CO LTD RM612 FLOOR 6TH ANLING ROAD HULI DIST XIAMEN CHINA ,11,,1,0
449945.26,VALOR PHARMACEUTICALS 124-A INDUSTRIAL AREA KAHUTA ROAD ISLAMABAD  - PAKISTAN ,449945.26,DR PAUL LOHMANN GMBH KG POSTFACH 1220 D31857 EMMERTHAL GERMANY,32,,1,0
1381565.43,MUGHAL ELECTRICAL TRADERS   ,1381565.43,SIHAI BEARING COLTD CHINA ,33,,1,0
10825975.48,"VARIETY PAPERS. 253 SWAMI NARAYAN BUILDING, SHAHRAH-E-LIAQUAT,OPP.BOHRA JAMAT KHANA, KARACHI, PAKISTAN.",2706493.87,KAMSONS MIDDLE EAST DMCC PO BOX 450125 DUBAI  UAE ,34,601443.08,4,0
17783042.37,TONG SHENG CONSTUCTION PVT LTD TONG SHENG CONSTRUCTION PVT LTD HOUSE NO 3 STREET NO 8 SECTOR F 8/3 ISLAMABAD,5927680.79,DOUBLE COIN GROUP XINJIANG KUNLUN TYRE CO LTD NO 7880 NORTH MIDONG ROAD URUMQI CHINA,7,2020641.701,3,0
25380986.08,TONG SHENG CONSTUCTION PVT LTD TONG SHENG CONSTRUCTION PVT LTD HOUSE NO 3 STREET NO 8 SECTOR F 8/3 ISLAMABAD,5076197.216,SHANDONG YONGSHENG RUBBER GROUP CO LTD GUANGKAI ROAD NO 08 ETDZ GUANGTAO COUNTY SHAN DONG CHINA,7,1998524.732,5,0
10532822.01,TONG SHENG CONSTRUCTION PVT LIMITED HOUSE NO 03 STREET NO 8 SECTOR NO F 8 3 ISLAMABAD,5266411.005,DOUBLE COIN GROUP XINJIANG KUNLUN TYRE CO LTD NO 7880 NORTH MIDONG ROAD URUMQI CHINA,7,2778283.644,2,0
14349393.35,TONG SHENG CONSTRUCTION PVT LIMITED HOUSE NO 03 STREET NO 8 SECTOR NO F 8 3 ISLAMABAD,7174696.675,SHANDONG YONGSHENG RUBBER GROUP CO LTD GUANGKAI ROAD NO 08 ETDZ GUANGTAO COUNTY SHAN DONG CHINA,7,74564.502,2,0
1481144.23,PAKISTAN BELTING PVT LTD H NO 8H/3 KIRAN VILLAS IST FLOOR AZIZ AVENUE GULBERG V LAHORE,105796.0164,TARAK INTERNATIONAL LIMITED 61 HYDERPARK STREET GLASGOW STRATHC ,35,40312.96658,14,0
925820.67,"PAKISTAN ALUMINIUM BEVERAGE CANS LTD., PHA FLAT NO.04,BLOCK NO.12, G-8/4, ISLAMABAD, PAKISTAN",925820.67,NATIONAL FACTORY FOR CAN ENDS LIMIT PO BOX 30252 JEDDAH 21477 SUDIA ARABIA ,36,,1,0
45063996.55,SUCCESS INTERNATIONAL ROOM NO 3 PLOT NO 46/C 2ND FLOOR MAIN BAZAR DOGGAGE TOWN BARKI ROAD LAHORE,11265999.14,CITY MOUNTAINS GENERAL TRADING LLC UAE ,3,3386488.012,4,0
373419780.8,SUCCESS INTERNATIONAL ROOM NO 3 PLOT NO 46/C 2ND FLOOR MAIN BAZAR DOGGAGE TOWN BARKI ROAD LAHORE,13336420.74,LONDON SILK GENERAL TRADING (Multiple),3,4795590.784,28,0
1754706.89,PAK BEARING HOUSE SHOP NO 1812 REHMAN GALI NO 2 BRANTHERD ROAD LAHORE ,1754706.89,QINGDAO AMINA INDUSTRIAL CO LTD ROOM 808 NO319 BUILDING ZERUN FINANCE PLAZA EAST CHANGJIANG ROAD ETDZ QINGDAO SHANDONG CHINA,37,,1,0
13618370.3,"SUN LINK INTERNATIONAL ENTERPRISES SHOP NO 2,D S TOWER REHMAN GALI NO 6,RAILWAY RAOD LAHORE. ",6809185.15,ANHUI WHITE RABBIT INTERNATIONAL INVESTMENT CO LTD TONGXIANG ROAD ECONOMIC ZONE TONGCHENG CITY ANHUI PROVINCE CHINA,7,3436637.782,2,0
3603079.9,SUNSOLAR TRADING CO G-88 ODEON SHOPPING CENTER REGAL CHOWK SADDAR KARACHI ,3603079.9,VOLTRONIC POWER TECHNOLOGY CORP 5F NO151 XINHU 1ST ROADNEIHU DISTRICT TAIPEI TAIWAN ,38,,1,0
4081606.51,"SWEPAK ENTERPRISES C/O AMER ASHFAQ 03326106225 MUGHAL HOUSE BUTT STREET,SHAH ABAD HAJI PURA DASKA ROAD SKT",1360535.503,INTERBORO INTERNATIONAL RIMFROSTGATAM 53 LGH 1101 418 40 GOTEBORG SWEDEN ,39,561023.8776,3,0
3752592.67,TABI ENTERPRISES JILLANI ABAD CHAKLALA RWP ,3752592.67,SHAOXING KEQIAO CHUANCHUAN TEXTILE CO LTD JINKEQIAO RD ACROOS GANGYUE RD JINCHANG BUSINESS 6FLR RM608 KEQIAO ZHEJIANG CHINA,3,,1,0
3113189.64,TABROS PHARMA PVT. LIMITED ESSA HOUSE 32-1/C PECHS BLOCK-6 KAR ACHI. ,3113189.64,EHFIELD CO LTD ROOM 2109 NEW WORLD CENTRE A NO 88 ZHUJIANG ROAD NANJINGCHINA,32,,1,0
2081749.03,TABROS PHARMA PVT. LIMITED ESSA HOUSE 32-1/C PECHS BLOCK-6 KAR ACHI. ,2081749.03,JOYANG LABORATORIES HAIDU NORTH ROAD SHEYANG ECONOMIC DEVELOPMENT ZONE YANCHENG JIANGSU 224300,32,,1,0
5899791.52,TALHA BROTHERS AND  CO DASKA ROAD HAJI PURA AL EMAAN LEARNING SCHOOL SIALKOT,1966597.173,BATON ENTERPRISES 2233 HANSELMAN AVE SASKATOON SK S7 ,40,875586.818,3,0
3392642.96,TANVEER COTTON MILLS PVT LTD 98/A B-III  GULBERG III LAHORE 042-35772950-3,3392642.96,WUXI D AND T IMP AND EXP CO LTD RM NO 26042607 NO 198 MINFENG RD WUXI 214000 JIANGSU PR CHINA ,41,,1,0
862189.37,NORSON CHEMICAL INDUSTRIES 112 9 INDUSTRIEL AREA KOTLAKHPAT LAHORE 042-35113856  042-35113861,862189.37,ADD ADDITIVES BV KALKOENWEG 38A 3851 SC EXMELO THE NETHERLANDS ,42,,1,0
156098184.9,TCL ELECTRONICS PAKISTAN PVT LTD PLOT 129/5 QUAIED E AZAM INDUSTRIAL ESTATE KOTLAKHPAT LAHORE,15609818.49,TCL KING ELECTRICAL APPLIANCES HUIZHOU CO LTD NO19 ZHONG KAI DEVELOPMENT ZONE FOR NEW AND HIGH LEVEL TECH INDUSTRIES HUIZHOU CHINA,43,8063522.504,10,0
10655871.62,TCL ELECTRONICS PAKISTAN PVT LTD PLOT 129/5 QUAIED E AZAM INDUSTRIAL ESTATE KOTLAKHPAT LAHORE,10655871.62,TCL MOKA INTERNATIONAL LIMITED 13F TCL TOWER 8 TAI CHUNG RD TSUEN WAN NEW TERRORIES HONG KONG,43,,1,0
